Island,Month,Year,Arrival_Type,Arrivals
HILO,5,2002,Domestic,26112.580279044978
HILO,5,2002,International,6508.5734890538815
HILO,5,2002,Total,32621.15376809886
HILO,11,2002,Domestic,26367.022600392254
HILO,11,2002,International,12236.962376660033
HILO,11,2002,Total,38603.984977052285
HILO,10,2002,Domestic,32851.38315624587
HILO,10,2002,International,12969.189933826055
HILO,10,2002,Total,45820.57309007193
HILO,9,2002,Domestic,25024.107549595064
HILO,9,2002,International,9986.089677608152
HILO,9,2002,Total,35010.197227203214
HILO,4,2003,Domestic,29846.547388773033
HILO,4,2003,International,7461.003214751702
HILO,4,2003,Total,37307.55060352474
HILO,8,2003,Domestic,29080.73611212289
HILO,8,2003,International,10426.659480452096
HILO,8,2003,Total,39507.39559257498
HILO,12,2003,Domestic,28875.696627811925
HILO,12,2003,International,12598.106711250417
HILO,12,2003,Total,41473.803339062346
HILO,2,2003,Domestic,26311.654988169877
HILO,2,2003,International,12284.866745670632
HILO,2,2003,Total,38596.521733840505
HILO,1,2003,Domestic,27174.92952528544
HILO,1,2003,International,10720.812372662043
HILO,1,2003,Total,37895.74189794748
HILO,7,2003,Domestic,33047.60940797545
HILO,7,2003,International,10996.610195938376
HILO,7,2003,Total,44044.21960391382
HILO,6,2003,Domestic,29704.860560594087
HILO,6,2003,International,7277.138252212722
HILO,6,2003,Total,36981.99881280681
HILO,3,2003,Domestic,30327.657051080976
HILO,3,2003,International,13085.603170320224
HILO,3,2003,Total,43413.2602214012
HILO,5,2003,Domestic,28531.22956087862
HILO,5,2003,International,8071.945630840491
HILO,5,2003,Total,36603.17519171911
HILO,11,2003,Domestic,23391.335899057667
HILO,11,2003,International,9817.296170177702
HILO,11,2003,Total,33208.63206923537
HILO,10,2003,Domestic,27884.04731402385
HILO,10,2003,International,11304.695189789325
HILO,10,2003,Total,39188.74250381318
HILO,9,2003,Domestic,21106.203543108742
HILO,9,2003,International,10284.464699710741
HILO,9,2003,Total,31390.668242819484
HILO,4,2004,Domestic,26184.483651092494
HILO,4,2004,International,11886.404539294623
HILO,4,2004,Total,38070.888190387115
HILO,8,2004,Domestic,31025.93790305962
HILO,8,2004,International,13144.572883244624
HILO,8,2004,Total,44170.51078630424
HILO,12,2004,Domestic,32560.971576671618
HILO,12,2004,International,11357.273195939344
HILO,12,2004,Total,43918.24477261096
HILO,2,2004,Domestic,24401.408147334914
HILO,2,2004,International,12753.730101729077
HILO,2,2004,Total,37155.138249063995
HILO,1,2004,Domestic,25883.03276104995
HILO,1,2004,International,10975.354029951373
HILO,1,2004,Total,36858.38679100132
HILO,7,2004,Domestic,37492.0938876936
HILO,7,2004,International,9987.125496734203
HILO,7,2004,Total,47479.2193844278
HILO,6,2004,Domestic,28171.9834149541
HILO,6,2004,International,10813.055730492057
HILO,6,2004,Total,38985.03914544616
HILO,3,2004,Domestic,27937.47099423769
HILO,3,2004,International,10308.02819307315
HILO,3,2004,Total,38245.49918731084
HILO,5,2004,Domestic,24602.40396318882
HILO,5,2004,International,9975.04954081688
HILO,5,2004,Total,34577.4535040057
HILO,11,2004,Domestic,27715.404885088858
HILO,11,2004,International,13454.514426828142
HILO,11,2004,Total,41169.919311917
HILO,10,2004,Domestic,32691.970371959585
HILO,10,2004,International,11236.734977333803
HILO,10,2004,Total,43928.70534929339
HILO,9,2004,Domestic,26324.750441981494
HILO,9,2004,International,11023.016532227315
HILO,9,2004,Total,37347.76697420881
HILO,4,2005,Domestic,31059.899325667786
HILO,4,2005,International,11324.293914304139
HILO,4,2005,Total,42384.19323997192
HILO,8,2005,Domestic,42288.71518535434
HILO,8,2005,International,12063.083763628747
HILO,8,2005,Total,54351.79894898309
HILO,12,2005,Domestic,41954.938933349375
HILO,12,2005,International,14890.082442544288
HILO,12,2005,Total,56845.02137589366
HILO,2,2005,Domestic,31522.72664006599
HILO,2,2005,International,14172.373572663995
HILO,2,2005,Total,45695.10021272999
HILO,1,2005,Domestic,31565.304062570885
HILO,1,2005,International,16592.60219706893
HILO,1,2005,Total,48157.906259639814
HILO,7,2005,Domestic,45814.479506599426
HILO,7,2005,International,12907.163009466749
HILO,7,2005,Total,58721.642516066175
HILO,6,2005,Domestic,37048.718384121465
HILO,6,2005,International,10672.237853181907
HILO,6,2005,Total,47720.95623730337
HILO,3,2005,Domestic,35484.43238793717
HILO,3,2005,International,13054.262543785395
HILO,3,2005,Total,48538.694931722566
HILO,5,2005,Domestic,30670.756003470982
HILO,5,2005,International,13844.891318709033
HILO,5,2005,Total,44515.64732218001
HILO,11,2005,Domestic,33344.47880500637
HILO,11,2005,International,11830.57380175517
HILO,11,2005,Total,45175.05260676154
HILO,10,2005,Domestic,39158.383314161285
HILO,10,2005,International,14039.88208963998
HILO,10,2005,Total,53198.26540380126
HILO,9,2005,Domestic,33239.65333395
HILO,9,2005,International,14523.263259938321
HILO,9,2005,Total,47762.91659388832
HILO,4,2006,Domestic,35813.324317184764
HILO,4,2006,International,9118.887534732032
HILO,4,2006,Total,44932.2118519168
HILO,8,2006,Domestic,47358.532594026205
HILO,8,2006,International,13593.512304315274
HILO,8,2006,Total,60952.04489834148
HILO,12,2006,Domestic,50507.47493453027
HILO,12,2006,International,14920.285858642546
HILO,12,2006,Total,65427.76079317281
HILO,2,2006,Domestic,36828.957495948336
HILO,2,2006,International,14730.673946353387
HILO,2,2006,Total,51559.631442301725
HILO,1,2006,Domestic,37894.23510206941
HILO,1,2006,International,19533.60709330671
HILO,1,2006,Total,57427.84219537612
HILO,7,2006,Domestic,57320.48616661264
HILO,7,2006,International,11079.213027487434
HILO,7,2006,Total,68399.69919410007
HILO,6,2006,Domestic,50313.637135184654
HILO,6,2006,International,12872.841481495681
HILO,6,2006,Total,63186.47861668034
HILO,3,2006,Domestic,39042.41886145311
HILO,3,2006,International,12475.467430760322
HILO,3,2006,Total,51517.88629221343
HILO,5,2006,Domestic,31930.176455156303
HILO,5,2006,International,7743.558029892318
HILO,5,2006,Total,39673.73448504862
HILO,11,2006,Domestic,38989.52727244786
HILO,11,2006,International,14123.15199343067
HILO,11,2006,Total,53112.67926587853
HILO,10,2006,Domestic,44557.49946348851
HILO,10,2006,International,20015.39290378901
HILO,10,2006,Total,64572.89236727751
HILO,9,2006,Domestic,41466.15041129899
HILO,9,2006,International,15763.476592148221
HILO,9,2006,Total,57229.62700344721
HILO,4,2007,Domestic,47113.988878428325
HILO,4,2007,International,12250.441422114414
HILO,4,2007,Total,59364.430300542735
HILO,8,2007,Domestic,53672.352717236994
HILO,8,2007,International,14883.59357614315
HILO,8,2007,Total,68555.94629338014
HILO,12,2007,Domestic,47647.16385186325
HILO,12,2007,International,17246.5559157585
HILO,12,2007,Total,64893.719767621755
HILO,2,2007,Domestic,43475.322093729876
HILO,2,2007,International,14742.907219183357
HILO,2,2007,Total,58218.22931291323
HILO,1,2007,Domestic,44853.041286038046
HILO,1,2007,International,15888.595598529835
HILO,1,2007,Total,60741.63688456788
HILO,7,2007,Domestic,54445.214631023395
HILO,7,2007,International,13443.87062400354
HILO,7,2007,Total,67889.08525502693
HILO,6,2007,Domestic,54845.34101192897
HILO,6,2007,International,12865.108817926894
HILO,6,2007,Total,67710.44982985586
HILO,3,2007,Domestic,51113.67457113771
HILO,3,2007,International,13302.9743448954
HILO,3,2007,Total,64416.64891603311
HILO,5,2007,Domestic,45093.77814196459
HILO,5,2007,International,11424.530505761266
HILO,5,2007,Total,56518.308647725855
HILO,11,2007,Domestic,37459.59726806888
HILO,11,2007,International,12561.129494832076
HILO,11,2007,Total,50020.72676290096
HILO,10,2007,Domestic,40736.3437045495
HILO,10,2007,International,13043.053160647749
HILO,10,2007,Total,53779.396865197254
HILO,9,2007,Domestic,43207.5732195136
HILO,9,2007,International,11575.951615674823
HILO,9,2007,Total,54783.52483518842
HILO,4,2008,Domestic,29426.0
HILO,4,2008,International,11048.0
HILO,4,2008,Total,40474.0
HILO,8,2008,Domestic,28891.0
HILO,8,2008,International,13319.0
HILO,8,2008,Total,42210.0
HILO,12,2008,Domestic,27614.0
HILO,12,2008,International,12154.0
HILO,12,2008,Total,39768.0
HILO,2,2008,Domestic,34499.0
HILO,2,2008,International,11972.0
HILO,2,2008,Total,46471.0
HILO,1,2008,Domestic,41031.0
HILO,1,2008,International,16117.0
HILO,1,2008,Total,57148.0
HILO,7,2008,Domestic,33310.0
HILO,7,2008,International,10565.0
HILO,7,2008,Total,43875.0
HILO,6,2008,Domestic,30650.0
HILO,6,2008,International,9580.0
HILO,6,2008,Total,40230.0
HILO,3,2008,Domestic,38537.0
HILO,3,2008,International,13565.0
HILO,3,2008,Total,52102.0
HILO,5,2008,Domestic,30833.0
HILO,5,2008,International,9772.0
HILO,5,2008,Total,40605.0
HILO,11,2008,Domestic,23463.0
HILO,11,2008,International,10598.0
HILO,11,2008,Total,34061.0
HILO,10,2008,Domestic,26406.0
HILO,10,2008,International,9241.0
HILO,10,2008,Total,35647.0
HILO,9,2008,Domestic,22236.0
HILO,9,2008,International,8622.0
HILO,9,2008,Total,30858.0
HILO,4,2009,Domestic,29062.996010934527
HILO,4,2009,International,11717.164364018226
HILO,4,2009,Total,40780.16037495276
HILO,8,2009,Domestic,30354.67215349612
HILO,8,2009,International,8638.657682550549
HILO,8,2009,Total,38993.32983604667
HILO,12,2009,Domestic,29415.268558374144
HILO,12,2009,International,12563.913054523828
HILO,12,2009,Total,41979.18161289797
HILO,2,2009,Domestic,25288.218269367935
HILO,2,2009,International,8309.183784043513
HILO,2,2009,Total,33597.402053411446
HILO,1,2009,Domestic,25861.30190842815
HILO,1,2009,International,11085.310992507493
HILO,1,2009,Total,36946.612900935645
HILO,7,2009,Domestic,34611.3128823137
HILO,7,2009,International,9794.02900834699
HILO,7,2009,Total,44405.34189066069
HILO,6,2009,Domestic,31156.514406031612
HILO,6,2009,International,8612.225233756832
HILO,6,2009,Total,39768.739639788444
HILO,3,2009,Domestic,24797.928255467086
HILO,3,2009,International,13371.96740553907
HILO,3,2009,Total,38169.89566100616
HILO,5,2009,Domestic,28271.919898974294
HILO,5,2009,International,7763.835784785028
HILO,5,2009,Total,36035.75568375932
HILO,11,2009,Domestic,21951.715356005483
HILO,11,2009,International,10017.378445414231
HILO,11,2009,Total,31969.093801419716
HILO,10,2009,Domestic,25149.378422030088
HILO,10,2009,International,9144.450495503384
HILO,10,2009,Total,34293.82891753347
HILO,9,2009,Domestic,25186.71266188497
HILO,9,2009,International,8840.55045830369
HILO,9,2009,Total,34027.26312018866
HILO,4,2010,Domestic,28185.717539882648
HILO,4,2010,International,10450.24667960842
HILO,4,2010,Total,38635.96421949107
HILO,8,2010,Domestic,30184.393968671666
HILO,8,2010,International,10294.764977818284
HILO,8,2010,Total,40479.15894648995
HILO,12,2010,Domestic,30128.350025945892
HILO,12,2010,International,11973.100905306204
HILO,12,2010,Total,42101.4509312521
HILO,2,2010,Domestic,25382.669842302224
HILO,2,2010,International,12335.447086431745
HILO,2,2010,Total,37718.11692873397
HILO,1,2010,Domestic,27091.312588331133
HILO,1,2010,International,13488.736941100708
HILO,1,2010,Total,40580.04952943184
HILO,7,2010,Domestic,36894.395433197446
HILO,7,2010,International,10127.75867969043
HILO,7,2010,Total,47022.154112887874
HILO,6,2010,Domestic,32288.5415272237
HILO,6,2010,International,10756.047123774382
HILO,6,2010,Total,43044.588650998085
HILO,3,2010,Domestic,27352.948075693534
HILO,3,2010,International,11554.442639859011
HILO,3,2010,Total,38907.390715552545
HILO,5,2010,Domestic,27271.690428742477
HILO,5,2010,International,9578.794193961607
HILO,5,2010,Total,36850.48462270408
HILO,11,2010,Domestic,23931.45715263807
HILO,11,2010,International,9331.43522412905
HILO,11,2010,Total,33262.89237676712
HILO,10,2010,Domestic,25607.632162549475
HILO,10,2010,International,12140.371357426307
HILO,10,2010,Total,37748.003519975784
HILO,9,2010,Domestic,25457.38198311136
HILO,9,2010,International,11332.921460935682
HILO,9,2010,Total,36790.303444047044
HILO,4,2011,Domestic,28218.532909229594
HILO,4,2011,International,9433.118288612292
HILO,4,2011,Total,37651.651197841886
HILO,8,2011,Domestic,29528.307155624174
HILO,8,2011,International,10859.817236707002
HILO,8,2011,Total,40388.12439233118
HILO,12,2011,Domestic,31920.13328625986
HILO,12,2011,International,12984.391481827026
HILO,12,2011,Total,44904.524768086885
HILO,2,2011,Domestic,28010.08660759193
HILO,2,2011,International,13183.031100922084
HILO,2,2011,Total,41193.117708514015
HILO,1,2011,Domestic,27705.610391084327
HILO,1,2011,International,12709.703830175891
HILO,1,2011,Total,40415.31422126022
HILO,7,2011,Domestic,33937.922252056
HILO,7,2011,International,11702.353710477362
HILO,7,2011,Total,45640.275962533364
HILO,6,2011,Domestic,32373.655345191382
HILO,6,2011,International,11240.29416162008
HILO,6,2011,Total,43613.94950681146
HILO,3,2011,Domestic,31666.178083982613
HILO,3,2011,International,12286.56303657331
HILO,3,2011,Total,43952.741120555926
HILO,5,2011,Domestic,25788.535308994567
HILO,5,2011,International,12427.681223903262
HILO,5,2011,Total,38216.21653289783
HILO,11,2011,Domestic,24835.12970128421
HILO,11,2011,International,10424.457814521302
HILO,11,2011,Total,35259.58751580551
HILO,10,2011,Domestic,26180.287033005563
HILO,10,2011,International,9883.654067774634
HILO,10,2011,Total,36063.9411007802
HILO,9,2011,Domestic,25207.857160654035
HILO,9,2011,International,12629.527520372478
HILO,9,2011,Total,37837.38468102651
HILO,4,2012,Domestic,29156.838763029486
HILO,4,2012,International,15912.01698327624
HILO,4,2012,Total,45068.85574630572
HILO,8,2012,Domestic,32213.13575233945
HILO,8,2012,International,15324.005371029816
HILO,8,2012,Total,47537.14112336926
HILO,12,2012,Domestic,33279.37130238178
HILO,12,2012,International,15325.729189137635
HILO,12,2012,Total,48605.10049151942
HILO,2,2012,Domestic,29071.15665257374
HILO,2,2012,International,12692.963094642048
HILO,2,2012,Total,41764.11974721579
HILO,1,2012,Domestic,29999.24286015367
HILO,1,2012,International,15686.5362162242
HILO,1,2012,Total,45685.77907637787
HILO,7,2012,Domestic,34115.016465148925
HILO,7,2012,International,14583.876529384228
HILO,7,2012,Total,48698.892994533155
HILO,6,2012,Domestic,34312.345844027564
HILO,6,2012,International,9453.544629602387
HILO,6,2012,Total,43765.89047362995
HILO,3,2012,Domestic,32179.027168081422
HILO,3,2012,International,15087.95486154272
HILO,3,2012,Total,47266.98202962414
HILO,5,2012,Domestic,29500.05713889241
HILO,5,2012,International,11219.213898171956
HILO,5,2012,Total,40719.27103706437
HILO,11,2012,Domestic,27011.72321285384
HILO,11,2012,International,14723.406761573093
HILO,11,2012,Total,41735.129974426934
HILO,10,2012,Domestic,25932.382364537058
HILO,10,2012,International,12837.689629606277
HILO,10,2012,Total,38770.071994143334
HILO,9,2012,Domestic,24649.727770113815
HILO,9,2012,International,12168.166296304706
HILO,9,2012,Total,36817.89406641852
HILO,4,2013,Domestic,27907.859315683127
HILO,4,2013,International,12766.51454178503
HILO,4,2013,Total,40674.373857468156
HILO,8,2013,Domestic,32628.800546032602
HILO,8,2013,International,13519.042634693047
HILO,8,2013,Total,46147.84318072565
HILO,12,2013,Domestic,32285.373694560938
HILO,12,2013,International,12069.410951561129
HILO,12,2013,Total,44354.78464612207
HILO,2,2013,Domestic,29918.17607470294
HILO,2,2013,International,16346.403414634442
HILO,2,2013,Total,46264.57948933738
HILO,1,2013,Domestic,30923.032483488696
HILO,1,2013,International,17109.73148252996
HILO,1,2013,Total,48032.763966018654
HILO,7,2013,Domestic,35246.70608864583
HILO,7,2013,International,14904.362910088259
HILO,7,2013,Total,50151.06899873409
HILO,6,2013,Domestic,32661.927005115645
HILO,6,2013,International,18315.519242119113
HILO,6,2013,Total,50977.44624723476
HILO,3,2013,Domestic,29458.261667349325
HILO,3,2013,International,13539.404190297992
HILO,3,2013,Total,42997.66585764731
HILO,5,2013,Domestic,31287.925238202708
HILO,5,2013,International,12010.32608461347
HILO,5,2013,Total,43298.25132281618
HILO,11,2013,Domestic,25477.96770461174
HILO,11,2013,International,10596.908839721902
HILO,11,2013,Total,36074.876544333645
HILO,10,2013,Domestic,25463.649167349162
HILO,10,2013,International,12388.856175449095
HILO,10,2013,Total,37852.50534279826
HILO,9,2013,Domestic,24022.147634444533
HILO,9,2013,International,13856.452337919718
HILO,9,2013,Total,37878.59997236425
HILO,4,2014,Domestic,29042.265791333495
HILO,4,2014,International,12153.839939251122
HILO,4,2014,Total,41196.10573058462
HILO,8,2014,Domestic,34367.33109146602
HILO,8,2014,International,13909.335605981403
HILO,8,2014,Total,48276.66669744742
HILO,12,2014,Domestic,35677.14907607706
HILO,12,2014,International,16338.222709877748
HILO,12,2014,Total,52015.371785954805
HILO,2,2014,Domestic,29127.27625493769
HILO,2,2014,International,12442.779088655076
HILO,2,2014,Total,41570.055343592765
HILO,1,2014,Domestic,31765.59512982957
HILO,1,2014,International,13929.478697885335
HILO,1,2014,Total,45695.07382771491
HILO,7,2014,Domestic,37244.04790722502
HILO,7,2014,International,12532.79980976052
HILO,7,2014,Total,49776.84771698553
HILO,6,2014,Domestic,34703.26038007121
HILO,6,2014,International,13916.452615595366
HILO,6,2014,Total,48619.712995666574
HILO,3,2014,Domestic,30374.721074790057
HILO,3,2014,International,13294.9342380215
HILO,3,2014,Total,43669.655312811556
HILO,5,2014,Domestic,31909.717405404226
HILO,5,2014,International,11539.76502695105
HILO,5,2014,Total,43449.482432355275
HILO,11,2014,Domestic,25876.075144905262
HILO,11,2014,International,11269.453545203165
HILO,11,2014,Total,37145.528690108426
HILO,10,2014,Domestic,27661.2457420925
HILO,10,2014,International,14555.959777415912
HILO,10,2014,Total,42217.20551950841
HILO,9,2014,Domestic,26183.100764429182
HILO,9,2014,International,15084.709785567982
HILO,9,2014,Total,41267.810549997164
HILO,4,2015,Domestic,29320.04728671632
HILO,4,2015,International,13360.652726531824
HILO,4,2015,Total,42680.70001324814
HILO,8,2015,Domestic,33719.222414268326
HILO,8,2015,International,13121.362273968127
HILO,8,2015,Total,46840.58468823646
HILO,12,2015,Domestic,38706.59316590569
HILO,12,2015,International,14872.48740040886
HILO,12,2015,Total,53579.080566314544
HILO,2,2015,Domestic,30424.36134276078
HILO,2,2015,International,13062.131307435777
HILO,2,2015,Total,43486.49265019656
HILO,1,2015,Domestic,32004.394403584203
HILO,1,2015,International,14889.072222758767
HILO,1,2015,Total,46893.46662634297
HILO,7,2015,Domestic,38701.280689883904
HILO,7,2015,International,15942.17847211813
HILO,7,2015,Total,54643.45916200204
HILO,6,2015,Domestic,36260.53018343875
HILO,6,2015,International,13982.541664308954
HILO,6,2015,Total,50243.071847747706
HILO,3,2015,Domestic,34852.595427631524
HILO,3,2015,International,15307.65933456909
HILO,3,2015,Total,50160.25476220062
HILO,5,2015,Domestic,33366.05559621288
HILO,5,2015,International,12165.93534377478
HILO,5,2015,Total,45531.990939987656
HILO,11,2015,Domestic,26322.737754947924
HILO,11,2015,International,11183.491029461009
HILO,11,2015,Total,37506.22878440893
HILO,10,2015,Domestic,28736.92734077979
HILO,10,2015,International,11779.235240711525
HILO,10,2015,Total,40516.16258149131
HILO,9,2015,Domestic,26992.982402419126
HILO,9,2015,International,12689.350256013493
HILO,9,2015,Total,39682.33265843262
HILO,4,2016,Domestic,31479.43931475698
HILO,4,2016,International,12037.500167878661
HILO,4,2016,Total,43516.939482635644
HILO,8,2016,Domestic,34233.17038969172
HILO,8,2016,International,13704.87434687441
HILO,8,2016,Total,47938.044736566124
HILO,12,2016,Domestic,41633.21142530045
HILO,12,2016,International,14558.978657804802
HILO,12,2016,Total,56192.19008310525
HILO,2,2016,Domestic,27799.10137799426
HILO,2,2016,International,13058.979549140307
HILO,2,2016,Total,40858.080927134564
HILO,1,2016,Domestic,31926.889448371825
HILO,1,2016,International,14943.630037281815
HILO,1,2016,Total,46870.51948565364
HILO,7,2016,Domestic,39778.82109532138
HILO,7,2016,International,12094.712403729305
HILO,7,2016,Total,51873.53349905068
HILO,6,2016,Domestic,37687.84706798997
HILO,6,2016,International,14366.388355094914
HILO,6,2016,Total,52054.23542308489
HILO,3,2016,Domestic,30287.60682146428
HILO,3,2016,International,12180.643721289547
HILO,3,2016,Total,42468.25054275383
HILO,5,2016,Domestic,33203.47286089001
HILO,5,2016,International,11257.854658334118
HILO,5,2016,Total,44461.32751922413
HILO,11,2016,Domestic,28504.87050126952
HILO,11,2016,International,9830.912155158689
HILO,11,2016,Total,38335.78265642821
HILO,10,2016,Domestic,30862.802102710546
HILO,10,2016,International,12771.44818257649
HILO,10,2016,Total,43634.25028528704
HILO,9,2016,Domestic,28962.771471626795
HILO,9,2016,International,13358.344982357045
HILO,9,2016,Total,42321.116453983836
HILO,4,2017,Domestic,35466.43675536397
HILO,4,2017,International,18752.416131154685
HILO,4,2017,Total,54218.8528865055
HILO,8,2017,Domestic,38062.32634968667
HILO,8,2017,International,21410.23748937775
HILO,8,2017,Total,59472.56383907753
HILO,12,2017,Domestic,46331.98415492757
HILO,12,2017,International,17386.827560183057
HILO,12,2017,Total,63718.81171511107
HILO,2,2017,Domestic,33972.44313064617
HILO,2,2017,International,13783.494270347759
HILO,2,2017,Total,47755.93740098826
HILO,1,2017,Domestic,35375.99448900032
HILO,1,2017,International,21490.476238393254
HILO,1,2017,Total,56866.470727398315
HILO,7,2017,Domestic,46170.59983472922
HILO,7,2017,International,19155.771453882877
HILO,7,2017,Total,65326.37128860401
HILO,6,2017,Domestic,42863.98139393682
HILO,6,2017,International,15859.03234181336
HILO,6,2017,Total,58723.013735756984
HILO,3,2017,Domestic,38169.72888385154
HILO,3,2017,International,17233.9555123874
HILO,3,2017,Total,55403.68439623856
HILO,5,2017,Domestic,38720.228296337715
HILO,5,2017,International,13611.19008827208
HILO,5,2017,Total,52331.41838460301
HILO,11,2017,Domestic,32862.93439554552
HILO,11,2017,International,18450.744386525887
HILO,11,2017,Total,51313.678782060975
HILO,10,2017,Domestic,31815.65094726193
HILO,10,2017,International,17130.935391097355
HILO,10,2017,Total,48946.58633836781
HILO,9,2017,Domestic,30909.822348387643
HILO,9,2017,International,16239.24719392022
HILO,9,2017,Total,47149.06954230085
HILO,4,2018,Domestic,39405.562201157845
HILO,4,2018,International,22262.897472476343
HILO,4,2018,Total,61668.45967363965
HILO,8,2018,Domestic,32752.961119787735
HILO,8,2018,International,14943.871306334071
HILO,8,2018,Total,47696.83242611508
HILO,12,2018,Domestic,39409.628147474104
HILO,12,2018,International,11338.485090026656
HILO,12,2018,Total,50748.11323749069
HILO,2,2018,Domestic,38878.912740792024
HILO,2,2018,International,20499.236156064002
HILO,2,2018,Total,59378.14889686667
HILO,1,2018,Domestic,39492.40799587401
HILO,1,2018,International,19999.279879270056
HILO,1,2018,Total,59491.687875141666
HILO,7,2018,Domestic,39728.257931807304
HILO,7,2018,International,11025.12089596269
HILO,7,2018,Total,50753.3788277711
HILO,6,2018,Domestic,34713.19921342092
HILO,6,2018,International,13400.861417425953
HILO,6,2018,Total,48114.060630839565
HILO,3,2018,Domestic,43952.7483328601
HILO,3,2018,International,17535.423286001496
HILO,3,2018,Total,61488.171618856475
HILO,5,2018,Domestic,34274.15825936083
HILO,5,2018,International,10858.261419268822
HILO,5,2018,Total,45132.41967862434
HILO,11,2018,Domestic,29199.126374942985
HILO,11,2018,International,12042.95388780407
HILO,11,2018,Total,41242.080262746465
HILO,10,2018,Domestic,26923.736570274174
HILO,10,2018,International,11486.039628165716
HILO,10,2018,Total,38409.776198442
HILO,9,2018,Domestic,25988.91031618424
HILO,9,2018,International,11047.773070965812
HILO,9,2018,Total,37036.683387153105
HILO,4,2019,Domestic,34504.073422003166
HILO,4,2019,International,10211.98568107841
HILO,4,2019,Total,44716.05910307894
HILO,8,2019,Domestic,39074.3062874455
HILO,8,2019,International,14769.362340934164
HILO,8,2019,Total,53843.66862838501
HILO,12,2019,Domestic,45804.41480809401
HILO,12,2019,International,16131.21609688512
HILO,12,2019,Total,61935.630904974925
HILO,2,2019,Domestic,32466.11788911357
HILO,2,2019,International,14132.70855179034
HILO,2,2019,Total,46598.82644090654
HILO,1,2019,Domestic,33654.434858689674
HILO,1,2019,International,17979.915719334764
HILO,1,2019,Total,51634.350578022575
HILO,7,2019,Domestic,44693.67075030646
HILO,7,2019,International,16226.497127257517
HILO,7,2019,Total,60920.16787756845
HILO,6,2019,Domestic,41035.2558569894
HILO,6,2019,International,14309.06328079482
HILO,6,2019,Total,55344.31913778082
HILO,3,2019,Domestic,37590.768200632854
HILO,3,2019,International,15476.432330013951
HILO,3,2019,Total,53067.20053063618
HILO,5,2019,Domestic,37800.91794560553
HILO,5,2019,International,11683.005397173458
HILO,5,2019,Total,49483.923342782036
HILO,11,2019,Domestic,31795.00624474832
HILO,11,2019,International,9349.114154066116
HILO,11,2019,Total,41144.120398822044
HILO,10,2019,Domestic,31874.40978358253
HILO,10,2019,International,11389.407016373754
HILO,10,2019,Total,43263.816799956956
HILO,9,2019,Domestic,27813.921547766084
HILO,9,2019,International,10724.320353349949
HILO,9,2019,Total,38538.2419011149
HILO,4,2020,Domestic,293.65230649469487
HILO,4,2020,International,0.0
HILO,4,2020,Total,293.65230649469487
HILO,8,2020,Domestic,1636.901601371024
HILO,8,2020,International,0.0
HILO,8,2020,Total,1636.901601371024
HILO,12,2020,Domestic,12247.654885538897
HILO,12,2020,International,19.618140282813737
HILO,12,2020,Total,12267.273025821714
HILO,2,2020,Domestic,37854.41838724417
HILO,2,2020,International,10922.850861103127
HILO,2,2020,Total,48777.269248347904
HILO,1,2020,Domestic,38939.59844971623
HILO,1,2020,International,16267.807043156079
HILO,1,2020,Total,55207.405492869766
HILO,7,2020,Domestic,1656.1086796136688
HILO,7,2020,International,0.0
HILO,7,2020,Total,1656.1086796136688
HILO,6,2020,Domestic,1217.4647410414966
HILO,6,2020,International,0.0
HILO,6,2020,Total,1217.4647410414966
HILO,3,2020,Domestic,19232.966485519006
HILO,3,2020,International,3462.672116444325
HILO,3,2020,Total,22695.638601963285
HILO,5,2020,Domestic,594.9424194879196
HILO,5,2020,International,0.0
HILO,5,2020,Total,594.9424194879196
HILO,11,2020,Domestic,6422.628348070523
HILO,11,2020,International,0.0
HILO,11,2020,Total,6422.628348070523
HILO,10,2020,Domestic,2985.53931237638
HILO,10,2020,International,0.0
HILO,10,2020,Total,2985.53931237638
HILO,9,2020,Domestic,1277.9177371231567
HILO,9,2020,International,0.0
HILO,9,2020,Total,1277.9177371231567
HILO,4,2021,Domestic,18441.405375316754
HILO,4,2021,International,5.272046508109744
HILO,4,2021,Total,18446.677421824857
HILO,8,2021,Domestic,30570.772100969374
HILO,8,2021,International,24.529079450138674
HILO,8,2021,Total,30595.301180419512
HILO,12,2021,Domestic,39042.16619457
HILO,12,2021,International,1468.3661347373334
HILO,12,2021,Total,40510.53232930788
HILO,2,2021,Domestic,10298.668069995103
HILO,2,2021,International,9.04640929294273
HILO,2,2021,Total,10307.714479288044
HILO,1,2021,Domestic,8179.404327672555
HILO,1,2021,International,35.68887770419172
HILO,1,2021,Total,8215.093205376748
HILO,7,2021,Domestic,36847.51620624506
HILO,7,2021,International,39.442124038196475
HILO,7,2021,Total,36886.95833028328
HILO,6,2021,Domestic,33077.05163339192
HILO,6,2021,International,31.977330635491604
HILO,6,2021,Total,33109.028964027435
HILO,3,2021,Domestic,18616.612576348918
HILO,3,2021,International,15.668864468864468
HILO,3,2021,Total,18632.281440817787
HILO,5,2021,Domestic,25684.04223861765
HILO,5,2021,International,3.987166520361818
HILO,5,2021,Total,25688.02940513801
HILO,11,2021,Domestic,27123.23442866885
HILO,11,2021,International,634.4688911255654
HILO,11,2021,Total,27757.703319794233
HILO,10,2021,Domestic,23071.44738798096
HILO,10,2021,International,62.20397289931548
HILO,10,2021,Total,23133.651360880292
HILO,9,2021,Domestic,20515.07760325441
