VALUE,COUNT
2040,1451936
2041,1421677
2042,1439641
2043,1539744
2044,1509560
2045,1413364
2046,1410407
2047,1425275
2048,1464944
2049,1603080
2050,1632811
2051,1500970
2052,1430990
2053,1409671
2054,1396588
2055,1469488
2056,1510903
2057,1397924
2058,1369978
2059,1384461
2060,1418390
2061,1521169
2062,1615417
2063,1602686
2064,1402103
2065,1375549
2066,1396599
2067,1460702
2068,1524493
2069,1426319
2070,1369523
2071,1402288
2072,1410156
2073,1497366
2074,1622956
2075,1501681
2076,1404270
2077,1377466
2078,1352202
2079,1386255
2080,1484960
2081,1414450
2082,1354089
2083,1357191
2084,1368785
2085,1432336
2086,1563456
2087,1481080
2088,1380550
2089,1339295
2090,1307550
2091,1332792
2092,1424431
2093,1375220
2094,1310476
2095,1307320
2096,1321342
2097,1378234
2098,1496575
2099,1465465
2100,1366649
2101,1315641
2102,1287539
2103,1294026
2104,1360582
2105,1352350
2106,1284028
2107,1268446
2108,1274435
2109,1317200
2110,1424859
2111,1434273
2112,1355528
2113,1275984
2114,1250464
2115,1244574
2116,1306121
2117,1325212
2118,1268190
2119,1231983
2120,1254008
2121,1276810
2122,1365619
2123,1416262
2124,1353617
2125,1267884
2126,1247398
2127,1222539
2128,1269471
2129,1330005
2130,1246735
2131,1219805
2132,1235978
2133,1246167
2134,1318647
2135,1398813
2136,1312550
2137,1250669
2138,1221653
2139,1196833
2140,1235765
2141,1299664
2142,1232939
2143,1190107
2144,1204330
2145,1217347
2146,1275548
2147,1377694
2148,1305632
2149,1234771
2150,1202078
2151,1174764
2152,1194102
2153,1257512
2154,1221685
2155,1166013
2156,1164938
2157,1176250
2158,1227927
2159,1329932
2160,1301836
2161,1223772
2162,1182081
2163,1153467
2164,1163563
2165,1226282
2166,1219781
2167,1154763
2168,1136711
2169,1151907
2170,1196573
2171,1290719
2172,1282580
2173,1204327
2174,1159099
2175,1133003
2176,1128204
2177,1179854
2178,1201437
2179,1136131
2180,1118509
2181,1125283
2182,1159042
2183,1250872
2184,1274798
2185,1193324
2186,1147612
2187,1118754
2188,1106211
2189,1156258
2190,1189225
2191,1116008
2192,1086757
2193,1099567
2194,1111339
2195,1174648
2196,1232472
2197,1155417
2198,1105182
2199,1088649
2200,1060849
2201,1085680
2202,1132180
2203,1075456
2204,1044136
2205,1049765
2206,1062970
2207,1110906
2208,1189550
2209,1132375
2210,1076779
2211,1060043
2212,1027426
2213,1047719
2214,1094842
2215,1045603
2216,1013328
2217,1023271
2218,1022654
2219,1063351
2220,1149182
2221,1107578
2222,1052420
2223,1035354
2224,990970
2225,993241
2226,1031525
2227,1007116
2228,974136
2229,974630
2230,978046
2231,1010942
2232,1076067
2233,1068183
2234,1013927
2235,987605
2236,953541
2237,951362
2238,982617
2239,974459
2240,938546
2241,929476
2242,937487
2243,958030
2244,1010538
2245,1023095
2246,974860
2247,940141
2248,914732
2249,903452
2250,928019
2251,935624
2252,905889
2253,889879
2254,892743
2255,910798
2256,953950
2257,979993
2258,944360
2259,911872
2260,886114
2261,873466
2262,881363
2263,923173
2264,874998
2265,858391
2266,861532
2267,874269
2268,909150
2269,946568
2270,917987
2271,886026
2272,859160
2273,841923
2274,861721
2275,870815
2276,850279
2277,832224
2278,830386
2279,844216
2280,881160
2281,924327
2282,905212
2283,868701
2284,840737
2285,822012
2286,824110
2287,846830
2288,833441
2289,819071
2290,818543
2291,831171
2292,912513
2293,942769
2294,982236
2295,948857
2296,929314
2297,931465
2298,928501
2299,945684
2300,938278
2301,935850
2302,917811
2303,917470
2304,939076
2305,975147
2306,979778
2307,945243
2308,910040
2309,891171
2310,890041
2311,899559
2312,898874
2313,870231
2314,858821
2315,860168
2316,949871
2317,911278
2318,927855
2319,896084
2320,863346
2321,841596
2322,830373
2323,845041
2324,834408
2325,815825
2326,803174
2327,800944
2328,816028
2329,843326
2330,865559
2331,855360
2332,821964
2333,797247
2334,780610
2335,773938
2336,777728
2337,768015
2338,771450
2339,756690
2340,771422
2341,788368
2342,812438
2343,800573
2344,775162
2345,751760
2346,731511
2347,734805
2348,733589
2349,723915
2350,716218
2351,715521
2352,722644
2353,742160
2354,767194
2355,766345
2356,745411
2357,722233
2358,1082821
2359,701213
2360,706064
2361,702148
2362,691920
2363,691656
2364,695979
2365,712168
2366,736244
2367,743760
2368,720644
2369,698340
2370,678470
2371,669392
2372,679187
2373,667862
2374,661657
2375,657042
2376,696522
2377,677553
2378,701103
2379,712225
2380,701217
2381,675831
2382,656265
2383,650784
2384,645521
2385,651538
2386,642356
2387,635498
2388,639311
2389,652766
2390,673131
2391,691788
2392,680079
2393,661354
2394,644710
2395,636249
2396,631194
2397,634356
2398,627678
2399,622471
2400,623310
2401,635282
2402,652019
2403,671901
2404,664352
2405,644745
2406,628299
2407,614582
2408,608637
2409,609196
2410,605845
2411,599627
2412,602122
2413,613598
2414,630351
2415,649048
2416,645528
2417,625875
2418,609064
2419,597477
2420,597224
2421,591059
2422,589136
2423,579135
2424,580088
2425,587661
2426,600122
2427,620270
2428,631152
2429,610214
2430,595696
2431,580439
2432,573816
2433,576496
2434,576935
2435,567199
2436,563426
2437,570418
2438,580494
2439,599878
2440,612072
2441,600380
2442,584166
2443,570179
2444,560779
2445,558879
2446,562554
2447,555328
2448,554888
2449,554286
2450,564221
2451,581586
2452,597715
2453,590199
2454,575259
2455,558780
2456,549146
2457,545119
2458,550567
2459,542968
2460,538995
2461,540582
2462,550948
2463,566290
2464,583068
2465,579775
2466,562984
2467,550416
2468,537422
2469,532725
2470,542921
2471,536852
2472,529770
2473,530415
2474,537850
2475,553623
2476,574192
2477,565661
2478,553323
2479,536238
2480,524160
2481,520958
2482,525199
2483,521515
2484,515686
2485,511143
2486,518606
2487,530333
2488,547591
2489,555134
2490,538529
2491,530926
2492,515173
2493,507222
2494,511686
2495,512636
2496,506776
2497,496265
2498,501323
2499,512818
2500,527219
2501,535587
2502,524011
2503,516339
2504,498571
2505,490663
2506,491157
2507,498378
2508,487516
2509,484284
2510,489138
2511,496739
2512,509426
2513,525032
2514,519217
2515,503604
2516,489834
2517,481408
2518,483802
2519,484186
2520,477516
2521,472775
2522,474958
2523,482676
2524,494735
2525,543191
2526,506284
2527,493306
2528,478942
2529,468189
2530,467349
2531,471081
2532,467401
2533,460987
2534,462968
2535,471777
2536,482972
2537,500808
2538,495141
2539,483353
2540,470363
2541,460292
2542,454918
2543,457264
2544,453608
2545,449491
2546,447732
2547,452972
2548,464979
2549,478504
2550,481618
2551,470019
2552,463166
2553,443831
2554,437913
2555,439232
2556,442114
2557,436021
2558,433873
2559,436164
2560,445784
2561,458839
2562,465812
2563,455771
2564,443440
2565,432652
2566,425578
2567,425284
2568,429433
2569,422414
2570,417640
2571,423131
2572,429476
2573,440567
2574,449618
2575,439636
2576,429043
2577,418175
2578,410098
2579,406650
2580,412583
2581,407004
2582,403867
2583,405570
2584,411217
2585,422004
2586,433774
2587,428835
2588,420722
2589,408963
2590,399621
2591,396692
2592,399545
2593,393118
2594,392804
2595,395563
2596,399809
2597,408951
2598,422262
2599,418333
2600,409702
2601,399690
2602,389676
2603,384627
2604,385089
2605,382721
2606,378992
2607,381718
2608,386024
2609,395466
2610,404150
2611,422232
2612,400898
2613,390661
2614,381892
2615,375396
2616,373082
2617,374409
2618,371298
2619,369899
2620,374636
2621,380727
2622,390477
2623,393070
2624,386680
2625,377779
2626,370664
2627,363428
2628,360494
2629,360385
2630,359578
2631,358491
2632,361434
2633,369009
2634,377443
2635,381916
2636,377632
2637,369158
2638,362365
2639,354530
2640,354489
2641,351830
2642,350340
2643,349090
2644,353448
2645,358423
2646,365178
2647,371129
2648,368983
2649,373545
2650,354201
2651,346620
2652,343936
2653,344254
2654,342591
2655,341354
2656,345443
2657,350269
2658,357959
2659,367912
2660,363451
2661,355849
2662,348370
2663,340290
2664,337992
2665,336286
2666,334217
2667,332960
2668,335333
2669,338251
2670,344878
2671,352089
2672,352509
2673,346907
2674,339933
2675,331718
2676,328364
2677,325479
2678,326802
2679,324315
2680,324910
2681,329517
2682,335315
2683,341569
2684,343857
2685,339893
2686,332065
2687,326458
2688,323691
2689,317403
2690,319085
2691,317583
2692,319099
2693,320850
2694,326695
2695,331740
2696,349506
2697,337425
2698,328191
2699,320604
2700,315168
2701,312123
2702,314273
2703,311423
2704,311119
2705,316891
2706,320306
2707,325540
2708,332879
2709,328771
2710,325396
2711,317221
2712,310546
2713,307770
2714,306616
2715,305799
2716,305483
2717,307289
2718,311647
2719,320196
2720,327813
2721,323225
2722,318622
2723,310965
2724,305459
2725,301057
2726,310334
2727,303923
2728,301990
2729,302313
2730,304475
2731,313272
2732,321017
2733,321036
2734,314534
2735,305400
2736,299256
2737,296935
2738,297724
2739,296258
2740,294813
2741,293820
2742,298209
2743,303901
2744,312919
2745,315679
2746,308593
2747,300628
2748,293671
2749,304317
2750,289989
2751,288325
2752,288508
2753,287504
2754,290960
2755,299368
2756,303759
2757,307495
2758,305861
2759,299129
2760,289507
2761,284351
2762,286281
2763,286736
2764,283198
2765,282055
2766,282606
2767,287557
2768,294987
2769,301234
2770,298876
2771,292336
2772,283553
2773,277138
2774,275285
2775,275683
2776,273855
2777,272671
2778,273512
2779,276957
2780,284447
2781,290309
2782,290660
2783,283922
2784,276392
2785,272375
2786,267717
2787,266550
2788,265623
2789,264790
2790,265479
2791,270278
2792,274906
2793,282451
2794,283557
2795,277371
2796,271212
2797,264260
2798,261141
2799,259860
2800,258679
2801,257873
2802,259029
2803,271802
2804,267163
2805,272321
2806,274733
2807,270785
2808,264482
2809,258876
2810,253996
2811,251018
2812,250514
2813,249198
2814,249253
2815,251941
2816,254537
2817,259834
2818,264808
2819,261388
2820,255231
2821,248833
2822,244666
2823,242079
2824,243510
2825,243061
2826,241895
2827,242420
2828,248493
2829,252571
2830,256724
2831,254926
2832,249395
2833,243753
2834,239429
2835,236342
2836,234992
2837,234601
2838,235559
2839,236768
2840,240834
2841,244357
2842,249371
2843,256816
2844,244546
2845,238785
2846,232108
2847,230545
2848,228719
2849,227315
2850,226959
2851,229214
2852,231082
2853,236039
2854,240648
2855,240213
2856,238598
2857,232158
2858,228446
2859,224900
2860,223231
2861,223084
2862,222146
2863,223345
2864,224353
2865,228824
2866,232840
2867,233683
2868,231877
2869,226623
2870,221890
2871,217870
2872,217374
2873,217257
2874,216787
2875,216886
2876,219140
2877,222197
2878,226929
2879,227557
2880,226090
2881,222447
2882,216703
2883,216229
2884,210711
2885,212010
2886,209329
2887,210278
2888,211894
2889,215478
2890,219053
2891,220970
2892,223245
2893,216901
2894,212927
2895,207844
2896,208156
2897,206095
2898,203977
2899,205366
2900,205983
2901,208757
2902,213600
2903,215933
2904,215967
2905,212359
2906,208277
2907,204507
2908,201829
2909,201100
2910,200506
2911,199554
2912,199882
2913,203558
2914,205860
2915,208084
2916,207919
2917,205386
2918,202561
2919,196930
2920,193043
2921,192350
2922,191461
2923,192752
2924,192107
2925,195610
2926,197622
2927,201072
2928,201825
2929,200913
2930,196757
2931,192588
2932,189723
2933,188178
2934,187479
2935,187005
2936,187989
2937,189716
2938,194794
2939,195526
2940,198523
2941,195670
2942,192181
2943,188495
2944,185847
2945,183813
2946,184083
2947,184240
2948,187036
2949,185904
2950,188035
2951,190609
2952,194052
2953,192524
2954,190006
2955,186839
2956,182625
2957,183689
2958,181585
2959,180832
2960,180034
2961,182355
2962,184146
2963,188816
2964,190923
2965,188657
2966,185709
2967,181710
2968,178838
2969,176507
2970,175373
2971,175510
2972,175321
2973,177466
2974,179383
2975,181691
2976,184077
2977,184498
2978,181740
2979,179204
2980,174651
2981,172313
2982,170474
2983,169939
2984,170562
2985,172035
2986,172996
2987,176909
2988,178176
2989,179158
2990,177040
2991,174055
2992,171769
2993,169111
2994,167994
2995,167843
2996,167646
2997,168839
2998,171200
2999,174121
3000,174778
3001,175313
3002,174016
3003,171180
3004,168491
3005,165614
3006,164736
3007,163651
3008,170789
3009,162959
3010,164684
3011,168311
3012,170000
3013,171823
3014,169627
3015,166513
3016,163884
3017,161008
3018,160344
3019,160480
3020,159004
3021,159490
3022,159928
3023,161824
3024,164649
3025,167996
3026,166757
3027,165090
3028,161759
3029,157718
3030,158249
3031,155877
3032,155003
3033,156178
3034,156701
3035,158381
3036,161476
3037,165168
3038,162741
3039,160003
3040,157760
3041,156642
3042,153797
3043,152466
3044,151151
3045,151076
3046,152628
3047,152807
3048,155632
3049,157780
3050,157203
3051,155155
3052,153896
3053,150898
3054,148422
3055,147065
3056,147773
3057,146329
3058,148099
3059,149876
3060,153144
3061,153282
3062,154145
3063,153533
3064,150360
3065,148478
3066,145993
3067,144007
3068,145280
3069,144020
3070,144195
3071,146933
3072,148540
3073,150414
3074,151732
3075,151606
3076,149215
3077,145854
3078,143757
3079,141983
3080,140462
3081,142969
3082,141620
3083,142688
3084,144059
3085,145522
3086,146968
3087,147862
3088,145699
3089,143280
3090,140880
3091,138320
3092,136968
3093,136831
3094,137886
3095,137838
3096,140628
3097,142430
3098,143782
3099,142687
3100,140828
3101,139931
3102,136111
3103,133992
3104,134045
3105,133125
3106,132869
3107,133256
3108,134978
3109,136657
3110,138302
3111,137275
3112,136886
3113,134135
3114,132802
3115,131224
3116,130098
3117,128926
3118,129945
3119,130357
3120,131927
3121,133521
3122,134706
3123,136022
3124,134429
3125,132261
3126,131334
3127,127862
3128,127440
3129,126596
3130,126248
3131,130293
3132,127463
3133,129129
3134,131861
3135,132128
3136,131048
3137,128919
3138,126376
3139,124602
3140,123675
3141,123442
3142,122232
3143,123436
3144,123801
3145,125835
3146,127156
3147,128579
3148,127977
3149,125553
3150,124369
3151,121896
3152,120958
3153,120056
3154,119376
3155,119947
3156,121722
3157,121191
3158,123010
3159,124694
3160,124060
3161,123227
3162,121038
3163,118558
3164,117652
3165,116762
3166,115811
3167,115569
3168,115878
3169,117358
3170,118618
3171,119221
3172,119715
3173,117305
3174,115986
3175,113829
3176,113898
3177,112038
3178,112225
3179,112386
3180,113600
3181,114734
3182,114974
3183,117178
3184,117110
3185,116598
3186,114540
3187,112666
3188,111612
3189,110089
3190,109710
3191,109656
3192,110484
3193,111543
3194,112262
3195,112932
3196,114072
3197,114694
3198,112370
3199,110835
3200,108943
3201,107935
3202,107598
3203,107756
3204,107106
3205,107974
3206,109476
3207,110786
3208,111625
3209,111664
3210,109994
3211,107852
3212,106452
3213,104365
3214,104789
3215,104744
3216,103869
3217,106192
3218,107393
3219,107964
3220,110875
3221,108760
3222,107870
3223,106379
3224,103562
3225,101706
3226,101770
3227,99948
3228,101550
3229,101288
3230,102072
3231,102434
3232,102907
3233,104772
3234,103687
3235,101459
3236,100318
3237,98664
3238,97943
3239,97574
3240,97054
3241,97711
3242,98850
3243,99266
3244,100570
3245,100264
3246,99769
3247,97960
3248,96900
3249,95692
3250,93963
3251,94882
3252,93725
3253,94090
3254,94019
3255,95763
3256,96427
3257,96848
3258,95815
3259,95237
3260,94183
3261,91936
3262,90834
3263,91713
3264,90576
3265,90389
3266,91184
3267,91794
3268,93252
3269,93296
3270,92842
3271,92029
3272,90713
3273,88190
3274,87212
3275,88228
3276,87944
3277,88671
3278,88358
3279,89502
3280,90305
3281,91567
3282,90998
3283,89956
3284,89390
3285,86708
3286,85755
3287,86224
3288,84678
3289,85302
3290,86053
3291,87000
3292,87372
3293,87265
3294,87474
3295,88281
3296,87074
3297,84741
3298,83786
3299,83808
3300,82684
3301,82861
3302,83308
3303,84798
3304,85265
3305,85452
3306,86181
3307,84640
3308,84164
3309,82244
3310,80870
3311,81308
3312,80558
3313,80634
3314,80977
3315,81235
3316,82318
3317,82972
3318,83873
3319,82593
3320,81934
3321,80245
3322,80035
3323,78906
3324,78232
3325,78442
3326,77985
3327,79430
3328,79560
3329,80397
3330,81776
3331,80800
3332,80059
3333,78515
3334,77165
3335,76580
3336,75785
3337,75834
3338,75697
3339,77144
3340,77936
3341,78407
3342,79890
3343,78628
3344,77848
3345,76032
3346,75265
3347,74492
3348,73932
3349,73669
3350,74099
3351,74309
3352,75402
3353,76026
3354,77283
3355,76523
3356,77114
3357,74716
3358,73983
3359,72400
3360,72223
3361,71711
3362,72047
3363,72281
3364,74216
3365,74280
3366,75742
3367,76548
3368,74566
3369,72794
3370,71291
3371,70765
3372,70419
3373,69321
3374,69545
3375,70293
3376,71047
3377,72287
3378,73495
3379,74857
3380,72175
3381,71316
3382,70584
3383,69430
3384,68519
3385,67797
3386,69677
3387,68802
3388,69698
3389,70523
3390,72166
3391,77266
3392,71912
3393,70243
3394,69000
3395,67609
3396,67001
3397,67087
3398,65676
3399,65589
3400,66192
3401,67184
3402,67651
3403,68965
3404,67418
3405,65742
3406,65116
3407,63749
3408,63141
3409,62726
3410,62698
3411,62689
3412,63840
3413,64391
3414,64910
3415,64945
3416,65071
3417,64471
3418,64080
3419,63095
3420,63453
3421,62365
3422,61448
3423,62117
3424,61401
3425,62440
3426,62330
3427,62438
3428,62618
3429,62231
3430,61841
3431,60990
3432,60147
3433,59236
3434,58710
3435,59710
3436,59640
3437,60326
3438,60440
3439,60735
3440,61016
3441,61525
3442,60219
3443,60434
3444,60427
3445,58758
3446,58454
3447,58512
3448,58116
3449,58416
3450,58626
3451,59555
3452,59853
3453,59736
3454,59458
3455,59191
3456,58288
3457,57536
3458,57287
3459,57075
3460,57149
3461,57348
3462,57793
3463,58061
3464,58214
3465,58853
3466,58059
3467,57216
3468,56615
3469,56736
3470,55594
3471,54717
3472,54852
3473,55203
3474,55412
3475,55936
3476,55531
3477,56080
3478,55728
3479,55712
3480,54315
3481,53828
3482,53077
3483,53400
3484,53416
3485,54033
3486,53570
3487,53410
3488,53778
3489,54001
3490,53761
3491,53340
3492,52632
3493,51570
3494,51350
3495,50916
3496,51029
3497,51230
3498,51526
3499,51969
3500,51823
3501,52301
3502,52129
3503,51675
3504,50621
3505,50204
3506,49717
3507,49402
3508,49105
3509,48995
3510,49641
3511,49691
3512,49991
3513,50006
3514,50465
3515,49655
3516,49404
3517,48623
3518,47967
3519,48428
3520,47434
3521,48342
3522,48147
3523,48566
3524,48520
3525,48791
3526,48862
3527,48359
3528,48235
3529,47199
3530,46422
3531,46365
3532,45829
3533,45873
3534,45871
3535,46748
3536,46668
3537,46657
3538,46840
3539,46650
3540,46199
3541,45506
3542,45488
3543,44987
3544,44826
3545,44974
3546,44426
3547,44696
3548,45445
3549,45403
3550,45355
3551,45108
3552,44782
3553,44693
3554,43645
3555,43564
3556,43224
3557,42760
3558,43629
3559,44150
3560,44044
3561,44753
3562,44239
3563,44219
3564,44142
3565,42996
3566,42363
3567,42693
3568,42131
3569,41621
3570,41510
3571,42052
3572,41854
3573,42277
3574,42397
3575,42595
3576,42761
3577,41469
3578,41198
3579,40545
3580,40445
3581,39990
3582,40426
3583,40118
3584,40915
3585,40608
3586,40565
3587,40516
3588,40155
3589,39679
3590,39507
3591,39467
3592,38181
3593,38030
3594,38577
3595,37983
3596,38432
3597,39092
3598,38475
3599,39423
3600,39076
3601,38434
3602,37991
3603,37265
3604,36979
3605,37063
3606,36782
3607,37132
3608,36811
3609,37370
3610,37343
3611,37375
3612,37090
3613,36747
3614,36528
3615,35937
3616,35610
3617,35491
3618,35283
3619,35670
3620,35490
3621,35777
3622,35887
3623,35719
3624,35770
3625,35470
3626,34785
3627,34430
3628,33834
3629,34022
3630,33455
3631,33964
3632,34357
3633,34035
3634,33980
3635,34193
3636,34259
3637,34067
3638,33454
3639,33092
3640,32866
3641,32486
3642,32173
3643,32258
3644,32823
3645,32345
3646,32614
3647,33230
3648,32895
3649,32777
3650,32217
3651,31795
3652,31319
3653,31299
3654,31175
3655,30922
3656,31083
3657,31119
3658,30902
3659,31320
3660,31095
3661,30986
3662,30785
3663,30445
3664,29946
3665,29774
3666,29491
3667,29416
3668,29508
3669,29530
3670,28985
3671,29213
3672,29507
3673,29370
3674,28966
3675,28739
3676,28328
3677,28347
3678,28083
3679,27666
3680,27833
3681,27479
3682,28076
3683,28339
3684,28522
3685,28326
3686,27871
3687,27609
3688,27304
3689,27069
3690,27391
3691,27108
3692,26894
3693,26819
3694,26960
3695,27006
3696,26810
3697,27046
3698,26551
3699,26459
3700,26072
3701,26007
3702,25484
3703,25325
3704,25496
3705,25430
3706,25735
3707,25751
3708,25617
3709,25620
3710,25448
3711,25033
3712,24926
3713,24468
3714,24583
3715,24187
3716,23957
3717,24145
3718,24289
3719,24551
3720,24583
3721,24766
3722,24392
3723,24171
3724,23675
3725,23817
3726,23277
3727,23080
3728,22977
3729,22446
3730,22707
3731,22744
3732,22603
3733,22928
3734,22921
3735,22980
3736,22402
3737,22137
3738,21956
3739,21884
3740,21369
3741,21614
3742,21328
3743,21093
3744,21579
3745,21784
3746,21518
3747,21420
3748,21411
3749,21262
3750,20692
3751,20301
3752,20510
3753,20275
3754,20166
3755,20305
3756,20221
3757,20495
3758,20144
3759,19964
3760,19762
3761,19614
3762,19475
3763,19428
3764,19218
3765,18875
3766,19046
3767,19138
3768,19258
3769,19194
3770,18671
3771,18768
3772,18641
3773,18669
3774,18398
3775,18162
3776,17971
3777,17671
3778,17917
3779,18082
3780,17806
3781,17718
3782,18058
3783,17919
3784,17557
3785,17556
3786,17064
3787,17161
3788,16787
3789,16569
3790,16602
3791,16642
3792,17228
3793,16479
3794,16963
3795,16914
3796,16776
3797,16520
3798,16504
3799,16083
3800,16094
3801,15975
3802,15758
3803,15822
3804,16063
3805,15933
3806,15825
3807,15748
3808,15732
3809,15625
3810,15395
3811,15162
3812,14984
3813,15002
3814,14922
3815,14709
3816,14921
3817,14757
3818,14928
3819,14517
3820,14643
3821,14430
3822,14283
3823,13995
3824,13983
3825,13793
3826,13774
3827,13682
3828,13539
3829,13711
3830,13857
3831,13507
3832,13699
3833,13493
3834,13204
3835,12868
3836,12941
3837,12808
3838,12950
3839,12784
3840,12797
3841,12674
3842,12577
3843,12709
3844,12608
3845,12502
3846,12508
3847,12220
3848,11993
3849,11953
3850,11840
3851,11544
3852,11801
3853,11689
3854,11779
3855,11396
3856,11554
3857,11476
3858,11289
3859,11070
3860,11035
3861,10986
3862,11150
3863,10797
3864,10756
3865,10895
3866,10796
3867,10581
3868,10504
3869,10567
3870,10345
3871,10068
3872,10392
3873,10062
3874,10026
3875,9844
3876,9873
3877,9993
3878,9794
3879,9838
3880,9636
3881,9853
3882,9678
3883,9629
3884,9392
3885,9197
3886,9164
3887,9306
3888,9322
3889,9172
3890,9037
3891,8960
3892,9084
3893,9093
3894,9006
3895,8893
3896,8585
3897,8611
3898,8482
3899,8427
3900,8402
3901,8459
3902,8639
3903,8303
3904,8458
3905,8361
3906,8190
3907,8261
3908,8106
3909,7755
3910,8222
3911,7623
3912,7692
3913,7563
3914,7733
3915,7656
3916,7670
3917,7459
3918,7318
3919,7329
3920,7298
3921,7275
3922,7082
3923,6948
3924,6935
3925,7067
3926,6825
3927,7017
3928,6725
3929,6774
3930,6791
3931,6595
3932,6716
3933,6455
3934,6347
3935,6459
3936,6309
3937,6255
3938,6247
3939,6260
3940,6191
3941,6198
3942,6152
3943,6086
3944,5981
3945,5893
3946,6043
3947,5867
3948,5684
3949,5786
3950,5636
3951,5774
3952,5729
3953,5487
3954,5420
3955,5522
3956,5464
3957,5387
3958,5408
3959,5356
3960,5237
3961,5300
3962,5228
3963,5243
3964,5258
3965,5124
3966,5079
3967,5063
3968,5031
3969,5086
3970,5062
3971,4995
3972,4922
3973,4874
3974,4903
3975,4749
3976,4938
3977,4857
3978,4763
3979,4580
3980,4557
3981,4441
3982,4426
3983,4422
3984,4442
3985,4293
3986,4358
3987,4418
3988,4359
3989,4235
3990,4253
3991,4182
3992,4085
3993,4050
3994,4150
3995,3920
3996,4017
3997,3969
3998,3908
3999,3995
4000,3861
4001,3856
4002,3767
4003,3755
4004,3769
4005,3733
4006,3657
4007,3693
4008,3577
4009,3526
4010,3517
4011,3442
4012,3479
4013,3423
4014,3503
4015,3325
4016,3465
4017,3475
4018,3305
4019,3184
4020,3183
4021,3103
4022,3180
4023,3173
4024,3118
4025,3023
4026,3081
4027,2976
4028,2999
4029,2924
4030,2877
4031,2961
4032,2958
4033,2841
4034,2757
4035,2828
4036,2755
4037,2784
4038,2689
4039,2784
4040,2630
4041,2689
4042,2579
4043,2595
4044,2463
4045,2475
4046,2385
4047,2428
4048,2469
4049,2479
4050,2436
4051,2414
4052,2366
4053,2303
4054,2242
4055,2275
4056,2260
4057,2251
4058,2159
4059,2190
4060,2157
4061,2163
4062,2175
4063,2202
4064,2114
4065,2004
4066,2046
4067,2061
4068,2015
4069,1993
4070,1938
4071,1958
4072,1912
4073,1845
4074,1943
4075,1904
4076,1911
4077,1905
4078,1845
4079,1870
4080,1762
4081,1771
4082,1727
4083,1797
4084,1683
4085,1753
4086,1782
4087,1695
4088,1612
4089,1689
4090,1637
4091,1598
4092,1561
4093,1478
4094,1526
4095,1515
4096,1487
4097,1515
4098,1479
4099,1436
4100,1416
4101,1485
4102,1438
4103,1361
4104,1356
4105,1373
4106,1306
4107,1330
4108,1286
4109,1227
4110,1308
4111,1252
4112,1248
4113,1178
4114,1191
4115,1162
4116,1127
4117,1116
4118,1124
4119,1107
4120,1116
4121,1081
4122,1089
4123,1108
4124,1086
4125,1005
4126,1042
4127,1003
4128,1013
4129,964
4130,1021
4131,998
4132,887
4133,900
4134,871
4135,927
4136,901
4137,871
4138,883
4139,846
4140,827
4141,796
4142,772
4143,849
4144,845
4145,796
4146,793
4147,772
4148,829
4149,763
4150,733
4151,707
4152,727
4153,708
4154,720
4155,705
4156,698
4157,678
4158,680
4159,698
4160,627
4161,650
4162,640
4163,676
4164,621
4165,640
4166,620
4167,592
4168,602
4169,544
4170,586
4171,584
4172,573
4173,566
4174,586
4175,536
4176,546
4177,524
4178,547
4179,543
4180,487
4181,535
4182,498
4183,516
4184,459
4185,467
4186,441
4187,412
4188,447
4189,460
4190,421
4191,455
4192,477
4193,416
4194,458
4195,412
4196,414
4197,382
4198,418
4199,397
4200,388
4201,393
4202,399
4203,387
4204,367
4205,374
4206,327
4207,338
4208,370
4209,335
4210,335
4211,361
4212,319
4213,344
4214,323
4215,293
4216,329
4217,290
4218,307
4219,299
4220,330
4221,292
4222,305
4223,292
4224,284
4225,266
4226,279
4227,261
4228,278
4229,264
4230,256
4231,272
4232,279
4233,256
4234,260
4235,238
4236,249
4237,270
4238,236
4239,218
4240,223
4241,213
4242,227
4243,217
4244,204
4245,208
4246,230
4247,193
4248,192
4249,185
4250,185
4251,195
4252,210
4253,161
4254,186
4255,179
4256,172
4257,183
4258,183
4259,157
4260,161
4261,179
4262,162
4263,166
4264,131
4265,152
4266,142
4267,162
4268,142
4269,157
4270,148
4271,146
4272,143
4273,152
4274,134
4275,118
4276,119
4277,129
4278,127
4279,107
4280,119
4281,129
4282,143
4283,118
4284,111
4285,95
4286,99
4287,115
4288,117
4289,94
4290,106
4291,110
4292,102
4293,108
4294,105
4295,95
4296,105
4297,86
4298,83
4299,88
4300,86
4301,94
4302,86
4303,95
4304,82
4305,81
4306,69
4307,60
4308,73
4309,74
4310,74
4311,65
4312,62
4313,57
4314,49
4315,71
4316,59
4317,55
4318,56
4319,50
4320,63
4321,41
4322,45
4323,41
4324,42
4325,47
4326,45
4327,44
4328,35
4329,44
4330,39
4331,41
4332,36
4333,39
4334,31
4335,37
4336,33
4337,27
4338,24
4339,28
4340,21
4341,30
4342,38
4343,26
4344,25
4345,27
4346,30
4347,28
4348,16
4349,23
4350,25
4351,17
4352,21
4353,15
4354,16
4355,24
4356,15
4357,22
4358,10
4359,15
4360,15
4361,12
4362,9
4363,19
4364,14
4365,17
4366,14
4367,15
4368,14
4369,13
4370,12
4371,11
4372,18
4373,13
4374,15
4375,14
4376,8
4377,19
4378,14
4379,10
4380,11
